682468;Georgia;#F46D43;2015.08493150685;#F5F5F5
847623;Poland;#66C2A5;2016.60382513661;#C7EAE5
459800;Russia;#3288BD;2016.60655737705;#C7EAE5
847622;Poland;#66C2A5;2016.60655737705;#C7EAE5
847621;Poland;#66C2A5;2016.74316939891;#BFE7E1
847620;Poland;#66C2A5;2017.07945205479;#B1E1DA
715134;Hungary;#FEE08B;2017.11232876712;#AADED6
628478;Lithuania;#E6F598;2017.15068493151;#AADED6
543947;Belgium;#9E0142;2017.5;#9CD8CF
306192;Russia;#3288BD;2017.5;#9CD8CF
306191;Russia;#3288BD;2018.5;#69BCB2
306190;Russia;#3288BD;2019.84657534247;#2A8D85
899193;Germany;#FDAE61;2018.66575342466;#62B7AD
681419;Poland;#66C2A5;2018.6904109589;#62B7AD
722600;Czechia;#D53E4F;2017.5;#9CD8CF
722599;Moldova;#ABDDA4;2007.5;#543005
536725;Belgium;#9E0142;2020.68306010929;#10746C
939589;Poland;#66C2A5;2018.3095890411;#71C2B7
939588;Poland;#66C2A5;2017.5;#9CD8CF
939587;Poland;#66C2A5;2019.2301369863;#44A199
939586;Poland;#66C2A5;2019.65753424658;#2F928A
939585;Poland;#66C2A5;2019.65479452055;#2F928A
939584;Poland;#66C2A5;2019.63561643836;#35978F
939583;Poland;#66C2A5;2017.84931506849;#8ED2C8
605386;Italy;#FFFFBF;2018.51506849315;#69BCB2
376273;Germany;#FDAE61;2018.59726027397;#69BCB2
376272;Germany;#FDAE61;2018.50136986301;#69BCB2
376271;Germany;#FDAE61;2018.47945205479;#69BCB2
376268;Germany;#FDAE61;2018.51232876712;#69BCB2
376267;Germany;#FDAE61;2018.57534246575;#69BCB2
376266;Germany;#FDAE61;2018.59726027397;#69BCB2
376265;Germany;#FDAE61;2019.36164383562;#3C9C94
376264;Germany;#FDAE61;2014.05479452055;#F5EBD2
376263;Germany;#FDAE61;2019.01643835616;#53ACA3
376262;Germany;#FDAE61;2019.45753424658;#3C9C94
376261;Germany;#FDAE61;2019.51506849315;#35978F
376260;Germany;#FDAE61;2019.52602739726;#35978F
376259;Germany;#FDAE61;2019.52602739726;#35978F
376258;Germany;#FDAE61;2019.54520547945;#35978F
376257;Germany;#FDAE61;2019.59178082192;#35978F
376256;Germany;#FDAE61;2018.04109589041;#80CDC1
376255;Germany;#FDAE61;2019.02191780822;#53ACA3
376254;Germany;#FDAE61;2019.07397260274;#4BA79E
376253;Germany;#FDAE61;2022.5;#003C30
376252;Germany;#FDAE61;2022;#004C42
376251;Germany;#FDAE61;2020.71857923497;#0B6F67
376250;Germany;#FDAE61;2020.7650273224;#0B6F67
108571;Italy;#FFFFBF;2020.87431693989;#066A62
799941;Russia;#3288BD;2020.90163934426;#066A62
966721;Russia;#3288BD;2021.05479452055;#01665E
966720;Russia;#3288BD;2021.10684931507;#01665E
966719;Russia;#3288BD;2021.13150684931;#01665E
966718;Russia;#3288BD;2021.14246575342;#01665E
966717;Russia;#3288BD;2021.29589041096;#006159
966716;Russia;#3288BD;2021.29589041096;#006159
966715;Russia;#3288BD;2021.29863013699;#006159
966714;Russia;#3288BD;2021.32328767123;#005D54
Lith01;Lithuania;#E6F598;2021.34246575342;#005D54
Lith03;Lithuania;#E6F598;2021.35616438356;#005D54
Lith05;Lithuania;#E6F598;2021.4904109589;#005950
Lith13;Lithuania;#E6F598;2021.52602739726;#005950
Lith16;Lithuania;#E6F598;2021.53698630137;#005950
Lith17;Lithuania;#E6F598;2021.53698630137;#005950
Lith18;Lithuania;#E6F598;2021.56438356164;#005950
Lith20;Lithuania;#E6F598;2021.56712328767;#005950
Lith23;Lithuania;#E6F598;2021.5698630137;#005950
Lith27;Lithuania;#E6F598;2021.57260273973;#005950
Ukra24;Ukraine;#5E4FA2;2017.62191780822;#95D5CB
Ukra20;Ukraine;#5E4FA2;2017.8301369863;#8ED2C8
Ukra12;Ukraine;#5E4FA2;2017.53698630137;#9CD8CF
Ukra10;Ukraine;#5E4FA2;2018.17260273973;#78C7BC
Ukra23;Ukraine;#5E4FA2;NA;NA
